Realm ID,Realm Name,Realm Slug,Region ID,Region Name,Connected Realm Names (IDs)
129,Gurubashi,gurubashi,1,North America,"Aegwynn (1136), Bonechewer (83), Hakkar (1142), Garrosh (1373), Daggerspine (109)"
131,Skywall,skywall,1,North America,"Silvermoon (86), Terenas (90), Hydraxis (1368), Drak'thul (1140), Borean Tundra (1371), Mok'Nathal (1374), Shadowsong (85)"
66,Dalaran,dalaran,1,North America,
51,Garona,garona,1,North America,"Malygos (104), Lightning's Blade (95), Icecrown (14), Onyxia (1285), Burning Blade (91)"
103,Thunderlord,thunderlord,1,North America,"Azgalor (77), Destromath (79), Blood Furnace (1558), Mannoroth (70), Nazjatar (1131), Azshara (1128)"
111,Dunemaul,dunemaul,1,North America,"Sen'jin (1185), Maiev (1357), Bloodscalp (119), Quel'dorei (1372), Boulderfist (112), Stonemaul (108)"
121,Azjol-Nerub,azjolnerub,1,North America,"Muradin (1182), Nordrassil (1359), Blackrock (10), Khaz Modan (1143)"
127,Firetree,firetree,1,North America,"Drak'Tharon (1362), Rivendare (1358), Vashj (1348), Spirestone (124), Malorne (1148), Frostwolf (7), Stormscale (110)"
151,Runetotem,runetotem,1,North America,Uther (3)
1579,Grizzly Hills,grizzly-hills,1,North America,"Trollbane (1175), Malfurion (1132), Lothar (68), Kael'thas (1069), Gnomeregan (1287), Moonrunner (153), Ghostlands (1578)"
1581,Galakrond,galakrond,1,North America,Blackhand (54)
1582,Dawnbringer,dawnbringer,1,North America,"Staghelm (160), Madoran (1173), Azuremyst (1549)"
115,Draenor,draenor,1,North America,Echo Isles (1342)
1356,Sisters of Elune,sisters-of-elune,1,North America,"Shadow Council (125), Cenarion Circle (88), Blackwater Raiders (1347)"
88,Cenarion Circle,cenarion-circle,1,North America,"Shadow Council (125), Sisters of Elune (1356), Blackwater Raiders (1347)"
106,Aggramar,aggramar,1,North America,Fizzcrank (1576)
1362,Drak'Tharon,draktharon,1,North America,"Firetree (127), Rivendare (1358), Vashj (1348), Spirestone (124), Malorne (1148), Frostwolf (7), Stormscale (110)"
1072,Ravencrest,ravencrest,1,North America,Uldaman (1283)
87,Windrunner,windrunner,1,North America,"Suramar (113), Darrowmere (1351), Draka (1139)"
126,Scarlet Crusade,scarlet-crusade,1,North America,Feathermoon (118)
58,Stormreaver,stormreaver,1,North America,
67,Elune,elune,1,North America,"Laughing Skull (101), Auchindoun (1555), Cho'gall (1067), Gilneas (97)"
72,Shattered Hand,shattered-hand,1,North America,"Dark Iron (157), Coilfang (1556), Demon Soul (1286), Dalvengyr (1278)"
73,Bleeding Hollow,bleeding-hollow,1,North America,
1175,Trollbane,trollbane,1,North America,"Grizzly Hills (1579), Malfurion (1132), Lothar (68), Kael'thas (1069), Gnomeregan (1287), Moonrunner (153), Ghostlands (1578)"
1355,Winterhoof,winterhoof,1,North America,Kilrogg (4)
1357,Maiev,maiev,1,North America,"Sen'jin (1185), Dunemaul (111), Bloodscalp (119), Quel'dorei (1372), Boulderfist (112), Stonemaul (108)"
1182,Muradin,muradin,1,North America,"Azjol-Nerub (121), Nordrassil (1359), Blackrock (10), Khaz Modan (1143)"
1184,Vek'nilash,veknilash,1,North America,"Nazgrel (1367), Nesingwary (1375)"
1185,Sen'jin,senjin,1,North America,"Dunemaul (111), Maiev (1357), Bloodscalp (119), Quel'dorei (1372), Boulderfist (112), Stonemaul (108)"
74,Skullcrusher,skullcrusher,1,North America,"Eonar (96), Gul'dan (1068), Zuluhed (1259), Ursin (156), Andorhal (1276), Black Dragonflight (1280), Velen (1567), Scilla (1267)"
75,Argent Dawn,argent-dawn,1,North America,The Scryers (1570)
79,Destromath,destromath,1,North America,"Azgalor (77), Thunderlord (103), Blood Furnace (1558), Mannoroth (70), Nazjatar (1131), Azshara (1128)"
80,Gorgonnash,gorgonnash,1,North America,"Warsong (71), The Forgotten Coast (1344), Balnazzar (1075), Alterac Mountains (1293), Undermine (1294), Anvilmar (1288)"
81,Dethecus,dethecus,1,North America,"Detheroc (154), Lethon (1295), Blackwing Lair (1296), Shadowmoon (94), Haomarush (1266)"
83,Bonechewer,bonechewer,1,North America,"Aegwynn (1136), Gurubashi (129), Hakkar (1142), Garrosh (1373), Daggerspine (109)"
84,Dragonmaw,dragonmaw,1,North America,"Uldum (116), Akama (1137), Korialstrasz (1349), Eldre'Thalas (123), Mug'thol (1145), Antonidas (1363)"
86,Silvermoon,silvermoon,1,North America,"Skywall (131), Terenas (90), Hydraxis (1368), Drak'thul (1140), Borean Tundra (1371), Mok'Nathal (1374), Shadowsong (85)"
90,Terenas,terenas,1,North America,"Silvermoon (86), Skywall (131), Hydraxis (1368), Drak'thul (1140), Borean Tundra (1371), Mok'Nathal (1374), Shadowsong (85)"
92,Gorefiend,gorefiend,1,North America,"Hellscream (53), Spinebreaker (82), Zangarmarsh (1572), Wildhammer (159), Eredar (93)"
95,Lightning's Blade,lightnings-blade,1,North America,"Malygos (104), Garona (51), Icecrown (14), Onyxia (1285), Burning Blade (91)"
96,Eonar,eonar,1,North America,"Skullcrusher (74), Gul'dan (1068), Zuluhed (1259), Ursin (156), Andorhal (1276), Black Dragonflight (1280), Velen (1567), Scilla (1267)"
98,Kargath,kargath,1,North America,"Agamaggan (1129), Burning Legion (102), Thunderhorn (105), The Underbog (1559), Blade's Edge (1564), Archimonde (56), Norgannon (1262), Jaedenar (1291)"
99,Llane,llane,1,North America,Arygos (1297)
100,Earthen Ring,earthen-ring,1,North America,
101,Laughing Skull,laughing-skull,1,North America,"Elune (67), Auchindoun (1555), Cho'gall (1067), Gilneas (97)"
102,Burning Legion,burning-legion,1,North America,"Agamaggan (1129), Kargath (98), Thunderhorn (105), The Underbog (1559), Blade's Edge (1564), Archimonde (56), Norgannon (1262), Jaedenar (1291)"
104,Malygos,malygos,1,North America,"Garona (51), Lightning's Blade (95), Icecrown (14), Onyxia (1285), Burning Blade (91)"
105,Thunderhorn,thunderhorn,1,North America,"Agamaggan (1129), Kargath (98), Burning Legion (102), The Underbog (1559), Blade's Edge (1564), Archimonde (56), Norgannon (1262), Jaedenar (1291)"
114,Dragonblight,dragonblight,1,North America,Fenris (1345)
116,Uldum,uldum,1,North America,"Dragonmaw (84), Akama (1137), Korialstrasz (1349), Eldre'Thalas (123), Mug'thol (1145), Antonidas (1363)"
53,Hellscream,hellscream,1,North America,"Gorefiend (92), Spinebreaker (82), Zangarmarsh (1572), Wildhammer (159), Eredar (93)"
4,Kilrogg,kilrogg,1,North America,Winterhoof (1355)
82,Spinebreaker,spinebreaker,1,North America,"Hellscream (53), Gorefiend (92), Zangarmarsh (1572), Wildhammer (159), Eredar (93)"
47,Eitrigg,eitrigg,1,North America,Shu'halo (1354)
89,Nathrezim,nathrezim,1,North America,"Chromaggus (1138), Smolderthorn (130), Anub'arak (1346), Arathor (1165), Garithos (1141), Drenden (1377), Crushridge (107)"
118,Feathermoon,feathermoon,1,North America,Scarlet Crusade (126)
119,Bloodscalp,bloodscalp,1,North America,"Sen'jin (1185), Dunemaul (111), Maiev (1357), Quel'dorei (1372), Boulderfist (112), Stonemaul (108)"
1358,Rivendare,rivendare,1,North America,"Firetree (127), Drak'Tharon (1362), Vashj (1348), Spirestone (124), Malorne (1148), Frostwolf (7), Stormscale (110)"
1359,Nordrassil,nordrassil,1,North America,"Azjol-Nerub (121), Muradin (1182), Blackrock (10), Khaz Modan (1143)"
1361,Cairne,cairne,1,North America,"Cenarius (2), Frostmane (128), Tortheldrin (1360), Ner'zhul (8), Korgath (1146), Perenolde (122)"
1364,Shandris,shandris,1,North America,Bronzebeard (117)
1365,Moon Guard,moon-guard,1,North America,
1367,Nazgrel,nazgrel,1,North America,"Vek'nilash (1184), Nesingwary (1375)"
1368,Hydraxis,hydraxis,1,North America,"Silvermoon (86), Skywall (131), Terenas (90), Drak'thul (1140), Borean Tundra (1371), Mok'Nathal (1374), Shadowsong (85)"
1,Lightbringer,lightbringer,1,North America,
3,Uther,uther,1,North America,Runetotem (151)
5,Proudmoore,proudmoore,1,North America,
2,Cenarius,cenarius,1,North America,"Cairne (1361), Frostmane (128), Tortheldrin (1360), Ner'zhul (8), Korgath (1146), Perenolde (122)"
10,Blackrock,blackrock,1,North America,"Azjol-Nerub (121), Muradin (1182), Nordrassil (1359), Khaz Modan (1143)"
12,Silver Hand,silver-hand,1,North America,"Thorium Brotherhood (1154), Farstriders (1370)"
13,Doomhammer,doomhammer,1,North America,Baelgun (1190)
14,Icecrown,icecrown,1,North America,"Malygos (104), Garona (51), Lightning's Blade (95), Onyxia (1285), Burning Blade (91)"
16,Kel'Thuzad,kelthuzad,1,North America,
128,Frostmane,frostmane,1,North America,"Cairne (1361), Cenarius (2), Tortheldrin (1360), Ner'zhul (8), Korgath (1146), Perenolde (122)"
1173,Madoran,madoran,1,North America,"Staghelm (160), Dawnbringer (1582), Azuremyst (1549)"
1549,Azuremyst,azuremyst,1,North America,"Staghelm (160), Dawnbringer (1582), Madoran (1173)"
1555,Auchindoun,auchindoun,1,North America,"Elune (67), Laughing Skull (101), Cho'gall (1067), Gilneas (97)"
1556,Coilfang,coilfang,1,North America,"Dark Iron (157), Shattered Hand (72), Demon Soul (1286), Dalvengyr (1278)"
1557,Shattered Halls,shattered-halls,1,North America,"Kalecgos (155), Executus (1277), Deathwing (15)"
1558,Blood Furnace,blood-furnace,1,North America,"Azgalor (77), Thunderlord (103), Destromath (79), Mannoroth (70), Nazjatar (1131), Azshara (1128)"
1559,The Underbog,the-underbog,1,North America,"Agamaggan (1129), Kargath (98), Burning Legion (102), Thunderhorn (105), Blade's Edge (1564), Archimonde (56), Norgannon (1262), Jaedenar (1291)"
1563,Terokkar,terokkar,1,North America,Alexstrasza (1070)
1564,Blade's Edge,blades-edge,1,North America,"Agamaggan (1129), Kargath (98), Burning Legion (102), Thunderhorn (105), The Underbog (1559), Archimonde (56), Norgannon (1262), Jaedenar (1291)"
1565,Exodar,exodar,1,North America,"Alleria (52), Medivh (62), Khadgar (65)"
1566,Area 52,area-52,1,North America,
1572,Zangarmarsh,zangarmarsh,1,North America,"Hellscream (53), Gorefiend (92), Spinebreaker (82), Wildhammer (159), Eredar (93)"
1576,Fizzcrank,fizzcrank,1,North America,Aggramar (106)
70,Mannoroth,mannoroth,1,North America,"Azgalor (77), Thunderlord (103), Destromath (79), Blood Furnace (1558), Nazjatar (1131), Azshara (1128)"
1131,Nazjatar,nazjatar,1,North America,"Azgalor (77), Thunderlord (103), Destromath (79), Blood Furnace (1558), Mannoroth (70), Azshara (1128)"
1132,Malfurion,malfurion,1,North America,"Trollbane (1175), Grizzly Hills (1579), Lothar (68), Kael'thas (1069), Gnomeregan (1287), Moonrunner (153), Ghostlands (1578)"
1136,Aegwynn,aegwynn,1,North America,"Gurubashi (129), Bonechewer (83), Hakkar (1142), Garrosh (1373), Daggerspine (109)"
1137,Akama,akama,1,North America,"Dragonmaw (84), Uldum (116), Korialstrasz (1349), Eldre'Thalas (123), Mug'thol (1145), Antonidas (1363)"
162,Emerald Dream,emerald-dream,1,North America,
130,Smolderthorn,smolderthorn,1,North America,"Chromaggus (1138), Nathrezim (89), Anub'arak (1346), Arathor (1165), Garithos (1141), Drenden (1377), Crushridge (107)"
54,Blackhand,blackhand,1,North America,Galakrond (1581)
55,Whisperwind,whisperwind,1,North America,Dentarg (1271)
56,Archimonde,archimonde,1,North America,"Agamaggan (1129), Kargath (98), Burning Legion (102), Thunderhorn (105), The Underbog (1559), Blade's Edge (1564), Norgannon (1262), Jaedenar (1291)"
60,Stormrage,stormrage,1,North America,
62,Medivh,medivh,1,North America,"Alleria (52), Exodar (1565), Khadgar (65)"
63,Durotan,durotan,1,North America,Ysera (1270)
64,Bloodhoof,bloodhoof,1,North America,Duskwood (1258)
65,Khadgar,khadgar,1,North America,"Alleria (52), Exodar (1565), Medivh (62)"
1151,Rexxar,rexxar,1,North America,Misha (1350)
1344,The Forgotten Coast,the-forgotten-coast,1,North America,"Warsong (71), Gorgonnash (80), Balnazzar (1075), Alterac Mountains (1293), Undermine (1294), Anvilmar (1288)"
1154,Thorium Brotherhood,thorium-brotherhood,1,North America,"Silver Hand (12), Farstriders (1370)"
1345,Fenris,fenris,1,North America,Dragonblight (114)
1346,Anub'arak,anubarak,1,North America,"Chromaggus (1138), Nathrezim (89), Smolderthorn (130), Arathor (1165), Garithos (1141), Drenden (1377), Crushridge (107)"
1347,Blackwater Raiders,blackwater-raiders,1,North America,"Shadow Council (125), Sisters of Elune (1356), Cenarion Circle (88)"
1348,Vashj,vashj,1,North America,"Firetree (127), Drak'Tharon (1362), Rivendare (1358), Spirestone (124), Malorne (1148), Frostwolf (7), Stormscale (110)"
1349,Korialstrasz,korialstrasz,1,North America,"Dragonmaw (84), Uldum (116), Akama (1137), Eldre'Thalas (123), Mug'thol (1145), Antonidas (1363)"
1351,Darrowmere,darrowmere,1,North America,"Suramar (113), Windrunner (87), Draka (1139)"
1354,Shu'halo,shuhalo,1,North America,Eitrigg (47)
1165,Arathor,arathor,1,North America,"Chromaggus (1138), Nathrezim (89), Smolderthorn (130), Anub'arak (1346), Garithos (1141), Drenden (1377), Crushridge (107)"
160,Staghelm,staghelm,1,North America,"Dawnbringer (1582), Madoran (1173), Azuremyst (1549)"
123,Eldre'Thalas,eldrethalas,1,North America,"Dragonmaw (84), Uldum (116), Akama (1137), Korialstrasz (1349), Mug'thol (1145), Antonidas (1363)"
1271,Dentarg,dentarg,1,North America,Whisperwind (55)
1286,Demon Soul,demon-soul,1,North America,"Dark Iron (157), Shattered Hand (72), Coilfang (1556), Dalvengyr (1278)"
124,Spirestone,spirestone,1,North America,"Firetree (127), Drak'Tharon (1362), Rivendare (1358), Vashj (1348), Malorne (1148), Frostwolf (7), Stormscale (110)"
6,Hyjal,hyjal,1,North America,
1295,Lethon,lethon,1,North America,"Detheroc (154), Dethecus (81), Blackwing Lair (1296), Shadowmoon (94), Haomarush (1266)"
1296,Blackwing Lair,blackwing-lair,1,North America,"Detheroc (154), Dethecus (81), Lethon (1295), Shadowmoon (94), Haomarush (1266)"
1297,Arygos,arygos,1,North America,Llane (99)
1258,Duskwood,duskwood,1,North America,Bloodhoof (64)
57,Illidan,illidan,1,North America,
68,Lothar,lothar,1,North America,"Trollbane (1175), Grizzly Hills (1579), Malfurion (1132), Kael'thas (1069), Gnomeregan (1287), Moonrunner (153), Ghostlands (1578)"
76,Sargeras,sargeras,1,North America,
77,Azgalor,azgalor,1,North America,"Thunderlord (103), Destromath (79), Blood Furnace (1558), Mannoroth (70), Nazjatar (1131), Azshara (1128)"
78,Magtheridon,magtheridon,1,North America,"Anetheron (1264), Ysondre (1268), Altar of Storms (1282)"
94,Shadowmoon,shadowmoon,1,North America,"Detheroc (154), Dethecus (81), Lethon (1295), Blackwing Lair (1296), Haomarush (1266)"
1425,Drakkari,drakkari,1,North America,
1427,Ragnaros,ragnaros,1,North America,
125,Shadow Council,shadow-council,1,North America,"Sisters of Elune (1356), Cenarion Circle (88), Blackwater Raiders (1347)"
1067,Cho'gall,chogall,1,North America,"Elune (67), Laughing Skull (101), Auchindoun (1555), Gilneas (97)"
1068,Gul'dan,guldan,1,North America,"Eonar (96), Skullcrusher (74), Zuluhed (1259), Ursin (156), Andorhal (1276), Black Dragonflight (1280), Velen (1567), Scilla (1267)"
1069,Kael'thas,kaelthas,1,North America,"Trollbane (1175), Grizzly Hills (1579), Malfurion (1132), Lothar (68), Gnomeregan (1287), Moonrunner (153), Ghostlands (1578)"
1070,Alexstrasza,alexstrasza,1,North America,Terokkar (1563)
1071,Kirin Tor,kirin-tor,1,North America,"Steamwheedle Cartel (1260), Sentinels (1290)"
1075,Balnazzar,balnazzar,1,North America,"Warsong (71), Gorgonnash (80), The Forgotten Coast (1344), Alterac Mountains (1293), Undermine (1294), Anvilmar (1288)"
1140,Drak'thul,drakthul,1,North America,"Silvermoon (86), Skywall (131), Terenas (90), Hydraxis (1368), Borean Tundra (1371), Mok'Nathal (1374), Shadowsong (85)"
1141,Garithos,garithos,1,North America,"Chromaggus (1138), Nathrezim (89), Smolderthorn (130), Anub'arak (1346), Arathor (1165), Drenden (1377), Crushridge (107)"
1142,Hakkar,hakkar,1,North America,"Aegwynn (1136), Gurubashi (129), Bonechewer (83), Garrosh (1373), Daggerspine (109)"
1143,Khaz Modan,khaz-modan,1,North America,"Azjol-Nerub (121), Muradin (1182), Nordrassil (1359), Blackrock (10)"
1145,Mug'thol,mugthol,1,North America,"Dragonmaw (84), Uldum (116), Akama (1137), Korialstrasz (1349), Eldre'Thalas (123), Antonidas (1363)"
1147,Kul Tiras,kul-tiras,1,North America,Bladefist (1353)
1148,Malorne,malorne,1,North America,"Firetree (127), Drak'Tharon (1362), Rivendare (1358), Vashj (1348), Spirestone (124), Frostwolf (7), Stormscale (110)"
1342,Echo Isles,echo-isles,1,North America,Draenor (115)
61,Zul'jin,zuljin,1,North America,
1259,Zuluhed,zuluhed,1,North America,"Eonar (96), Skullcrusher (74), Gul'dan (1068), Ursin (156), Andorhal (1276), Black Dragonflight (1280), Velen (1567), Scilla (1267)"
1260,Steamwheedle Cartel,steamwheedle-cartel,1,North America,"Kirin Tor (1071), Sentinels (1290)"
1262,Norgannon,norgannon,1,North America,"Agamaggan (1129), Kargath (98), Burning Legion (102), Thunderhorn (105), The Underbog (1559), Blade's Edge (1564), Archimonde (56), Jaedenar (1291)"
1263,Thrall,thrall,1,North America,
163,Maelstrom,maelstrom,1,North America,"Twisting Nether (164), Lightninghoof (1130), The Venture Co (1289), Ravenholdt (1352)"
164,Twisting Nether,twisting-nether,1,North America,"Maelstrom (163), Lightninghoof (1130), The Venture Co (1289), Ravenholdt (1352)"
155,Kalecgos,kalecgos,1,North America,"Shattered Halls (1557), Executus (1277), Deathwing (15)"
156,Ursin,ursin,1,North America,"Eonar (96), Skullcrusher (74), Gul'dan (1068), Zuluhed (1259), Andorhal (1276), Black Dragonflight (1280), Velen (1567), Scilla (1267)"
157,Dark Iron,dark-iron,1,North America,"Shattered Hand (72), Coilfang (1556), Demon Soul (1286), Dalvengyr (1278)"
159,Wildhammer,wildhammer,1,North America,"Hellscream (53), Gorefiend (92), Spinebreaker (82), Zangarmarsh (1572), Eredar (93)"
1369,Wyrmrest Accord,wyrmrest-accord,1,North America,
1370,Farstriders,farstriders,1,North America,"Silver Hand (12), Thorium Brotherhood (1154)"
1371,Borean Tundra,borean-tundra,1,North America,"Silvermoon (86), Skywall (131), Terenas (90), Hydraxis (1368), Drak'thul (1140), Mok'Nathal (1374), Shadowsong (85)"
1372,Quel'dorei,queldorei,1,North America,"Sen'jin (1185), Dunemaul (111), Maiev (1357), Bloodscalp (119), Boulderfist (112), Stonemaul (108)"
1373,Garrosh,garrosh,1,North America,"Aegwynn (1136), Gurubashi (129), Bonechewer (83), Hakkar (1142), Daggerspine (109)"
1374,Mok'Nathal,moknathal,1,North America,"Silvermoon (86), Skywall (131), Terenas (90), Hydraxis (1368), Drak'thul (1140), Borean Tundra (1371), Shadowsong (85)"
1375,Nesingwary,nesingwary,1,North America,"Vek'nilash (1184), Nazgrel (1367)"
1377,Drenden,drenden,1,North America,"Chromaggus (1138), Nathrezim (89), Smolderthorn (130), Anub'arak (1346), Arathor (1165), Garithos (1141), Crushridge (107)"
1128,Azshara,azshara,1,North America,"Azgalor (77), Thunderlord (103), Destromath (79), Blood Furnace (1558), Mannoroth (70), Nazjatar (1131)"
1129,Agamaggan,agamaggan,1,North America,"Kargath (98), Burning Legion (102), Thunderhorn (105), The Underbog (1559), Blade's Edge (1564), Archimonde (56), Norgannon (1262), Jaedenar (1291)"
1130,Lightninghoof,lightninghoof,1,North America,"Maelstrom (163), Twisting Nether (164), The Venture Co (1289), Ravenholdt (1352)"
1190,Baelgun,baelgun,1,North America,Doomhammer (13)
1264,Anetheron,anetheron,1,North America,"Magtheridon (78), Ysondre (1268), Altar of Storms (1282)"
1265,Turalyon,turalyon,1,North America,
1266,Haomarush,haomarush,1,North America,"Detheroc (154), Dethecus (81), Lethon (1295), Blackwing Lair (1296), Shadowmoon (94)"
1268,Ysondre,ysondre,1,North America,"Magtheridon (78), Anetheron (1264), Altar of Storms (1282)"
1270,Ysera,ysera,1,North America,Durotan (63)
1276,Andorhal,andorhal,1,North America,"Eonar (96), Skullcrusher (74), Gul'dan (1068), Zuluhed (1259), Ursin (156), Black Dragonflight (1280), Velen (1567), Scilla (1267)"
1277,Executus,executus,1,North America,"Kalecgos (155), Shattered Halls (1557), Deathwing (15)"
1280,Black Dragonflight,black-dragonflight,1,North America,"Eonar (96), Skullcrusher (74), Gul'dan (1068), Zuluhed (1259), Ursin (156), Andorhal (1276), Velen (1567), Scilla (1267)"
1282,Altar of Storms,altar-of-storms,1,North America,"Magtheridon (78), Anetheron (1264), Ysondre (1268)"
1283,Uldaman,uldaman,1,North America,Ravencrest (1072)
1284,Aerie Peak,aerie-peak,1,North America,
1285,Onyxia,onyxia,1,North America,"Malygos (104), Garona (51), Lightning's Blade (95), Icecrown (14), Burning Blade (91)"
1287,Gnomeregan,gnomeregan,1,North America,"Trollbane (1175), Grizzly Hills (1579), Malfurion (1132), Lothar (68), Kael'thas (1069), Moonrunner (153), Ghostlands (1578)"
