Realm ID,Realm Name,Realm Slug,Region ID,Region Name,Connected Realm Names (IDs)
589,Kil'jaeden,kiljaeden,3,Europe,"Anetheron (1104), Rajaxx (1322), Festung der Stürme (1611), Gul'dan (587), Nathrezim (594)"
590,Mal'Ganis,malganis,3,Europe,"Echsenkessel (1612), Blackhand (566), Taerar (1320)"
592,Zirkel des Cenarius,zirkel-des-cenarius,3,Europe,"Todeswache (1405), Der Mithrilorden (1327), Forscherliga (516), Der Rat von Dalaran (617), Die Nachtwache (1333)"
629,Vashj,vashj,3,Europe,"Spinebreaker (558), Dragonmaw (528), Stormreaver (559), Haomarush (638)"
542,Hyjal,hyjal,3,Europe,
1323,Ulduar,ulduar,3,Europe,"Nefarian (612), Gilneas (567), Destromath (582), Mannoroth (591), Gorgonnash (586), Nera'thor (611)"
1615,Howling Fjord,howling-fjord,3,Europe,
519,Al'Akir,alakir,3,Europe,"Skullcrusher (557), Xavius (639), Burning Legion (524)"
559,Stormreaver,stormreaver,3,Europe,"Spinebreaker (558), Dragonmaw (528), Vashj (629), Haomarush (638)"
622,Magtheridon,magtheridon,3,Europe,
637,Lightning's Blade,lightnings-blade,3,Europe,"Karazhan (1596), Dragonblight (507), The Maelstrom (627), Ghostlands (1588), Deathwing (527)"
537,Kirin Tor,kirin-tor,3,Europe,"Confrérie du Thorium (1127), La Croisade écarlate (1086), Culte de la Rive noire (1337), Les Sentinelles (647), Les Clairvoyants (1626), Conseil des Ombres (644)"
539,Archimonde,archimonde,3,Europe,
540,Elune,elune,3,Europe,Varimathras (645)
1307,Chamber of Aspects,chamber-of-aspects,3,Europe,
1308,Ravenholdt,ravenholdt,3,Europe,"Scarshield Legion (1096), Sporeggar (1606), Earthen Ring (561), Defias Brotherhood (635), Darkmoon Faire (1317), The Venture Co (636)"
1309,Pozzo dell'Eternità,pozzo-delleternità,3,Europe,
1310,Eonar,eonar,3,Europe,"Blade's Edge (1416), Vek'nilash (1298), Aerie Peak (1312), Bronzebeard (1081)"
1298,Vek'nilash,veknilash,3,Europe,"Blade's Edge (1416), Eonar (1310), Aerie Peak (1312), Bronzebeard (1081)"
1300,Frostmane,frostmane,3,Europe,"Grim Batol (1303), Aggra (Português) (1413)"
504,Bloodhoof,bloodhoof,3,Europe,Khadgar (1080)
543,Kael'thas,kaelthas,3,Europe,"Arak-arahm (512), Rashgarroth (642), Throk'Feroth (643)"
638,Haomarush,haomarush,3,Europe,"Spinebreaker (558), Dragonmaw (528), Vashj (629), Stormreaver (559)"
640,Khaz Modan,khaz-modan,3,Europe,
645,Varimathras,varimathras,3,Europe,Elune (540)
646,Hakkar,hakkar,3,Europe,"Emeriss (1091), Twilight's Hammer (513), Bloodscalp (522), Crushridge (525), Agamaggan (518)"
581,Blackrock,blackrock,3,Europe,
588,Kel'Thuzad,kelthuzad,3,Europe,"Arthas (578), Blutkessel (1613), Wrathbringer (609), Durotan (535), Vek'lor (1318), Tirion (1328)"
591,Mannoroth,mannoroth,3,Europe,"Nefarian (612), Gilneas (567), Destromath (582), Ulduar (1323), Gorgonnash (586), Nera'thor (611)"
593,Proudmoore,proudmoore,3,Europe,"Nethersturm (1607), Alexstrasza (562), Madmortem (571)"
509,Garona,garona,3,Europe,"Sargeras (546), Ner'zhul (544)"
1317,Darkmoon Faire,darkmoon-faire,3,Europe,"Scarshield Legion (1096), Sporeggar (1606), Earthen Ring (561), Defias Brotherhood (635), Ravenholdt (1308), The Venture Co (636)"
1318,Vek'lor,veklor,3,Europe,"Arthas (578), Blutkessel (1613), Wrathbringer (609), Durotan (535), Kel'Thuzad (588), Tirion (1328)"
1319,Mug'thol,mugthol,3,Europe,"Dethecus (531), Theradras (605), Onyxia (610), Terrordar (615)"
1320,Taerar,taerar,3,Europe,"Echsenkessel (1612), Blackhand (566), Mal'Ganis (590)"
1321,Dalvengyr,dalvengyr,3,Europe,"Nazjatar (1105), Zuluhed (573), Aman'Thul (601), Frostmourne (584), Anub'arak (608)"
1322,Rajaxx,rajaxx,3,Europe,"Anetheron (1104), Kil'jaeden (589), Festung der Stürme (1611), Gul'dan (587), Nathrezim (594)"
1324,Malorne,malorne,3,Europe,Ysera (1097)
1326,Der abyssische Rat,der-abyssische-rat,3,Europe,"Die Arguswacht (1121), Die ewige Wacht (1118), Die Todeskrallen (1119), Das Syndikat (614), Kult der Verdammten (613), Das Konsortium (1619), Die Silberne Hand (576)"
1327,Der Mithrilorden,der-mithrilorden,3,Europe,"Todeswache (1405), Zirkel des Cenarius (592), Forscherliga (516), Der Rat von Dalaran (617), Die Nachtwache (1333)"
1330,Ambossar,ambossar,3,Europe,"Thrall (604), Kargath (568)"
1332,Krasus,krasus,3,Europe,"Uldaman (1122), Drek'Thar (641), Eitrigg (1123)"
1334,Arathi,arathi,3,Europe,"Naxxramas (1624), Illidan (541), Temple noir (1622)"
1335,Ysondre,ysondre,3,Europe,
1336,Eldre'Thalas,eldrethalas,3,Europe,"Marécage de Zangar (1621), Cho'gall (545), Sinstralis (533), Dalaran (538)"
1311,Kilrogg,kilrogg,3,Europe,"Hellfire (1587), Runetotem (547), Arathor (501), Nagrand (1589)"
1313,Wildhammer,wildhammer,3,Europe,Thunderhorn (552)
1314,Saurfang,saurfang,3,Europe,"Kor'gall (633), Executus (1087), Shattered Hand (556), Bloodfeather (630), Terokkar (1415), Darkspear (1389), Burning Steppes (1392)"
1316,Nemesis,nemesis,3,Europe,
1623,Fordragon,fordragon,3,Europe,
1625,Borean Tundra,borean-tundra,3,Europe,"Blackscar (1929), Deathweaver (1617), Thermaplugg (1926), Grom (1927), Booty Bay (1924)"
1626,Les Clairvoyants,les-clairvoyants,3,Europe,"Confrérie du Thorium (1127), La Croisade écarlate (1086), Culte de la Rive noire (1337), Les Sentinelles (647), Kirin Tor (537), Conseil des Ombres (644)"
557,Skullcrusher,skullcrusher,3,Europe,"Al'Akir (519), Xavius (639), Burning Legion (524)"
570,Lothar,lothar,3,Europe,"Baelgun (565), Azshara (579), Krag'jin (616)"
533,Sinstralis,sinstralis,3,Europe,"Marécage de Zangar (1621), Cho'gall (545), Eldre'Thalas (1336), Dalaran (538)"
615,Terrordar,terrordar,3,Europe,"Dethecus (531), Theradras (605), Onyxia (610), Mug'thol (1319)"
1096,Scarshield Legion,scarshield-legion,3,Europe,"Sporeggar (1606), Earthen Ring (561), Defias Brotherhood (635), Ravenholdt (1308), Darkmoon Faire (1317), The Venture Co (636)"
1082,Kul Tiras,kul-tiras,3,Europe,"Alonsus (1391), Anachronos (1394)"
550,Stormrage,stormrage,3,Europe,Azuremyst (1417)
544,Ner'zhul,nerzhul,3,Europe,"Garona (509), Sargeras (546)"
1378,Dun Modr,dun-modr,3,Europe,C'Thun (1381)
1379,Zul'jin,zuljin,3,Europe,"Uldum (1380), Sanguino (1382), Shen'dralar (1383)"
1380,Uldum,uldum,3,Europe,"Zul'jin (1379), Sanguino (1382), Shen'dralar (1383)"
1382,Sanguino,sanguino,3,Europe,"Zul'jin (1379), Uldum (1380), Shen'dralar (1383)"
1383,Shen'dralar,shendralar,3,Europe,"Zul'jin (1379), Uldum (1380), Sanguino (1382)"
1384,Tyrande,tyrande,3,Europe,"Los Errantes (1387), Colinas Pardas (1395)"
1385,Exodar,exodar,3,Europe,Minahonda (1386)
1387,Los Errantes,los-errantes,3,Europe,"Tyrande (1384), Colinas Pardas (1395)"
1388,Lightbringer,lightbringer,3,Europe,Mazrigos (1089)
1389,Darkspear,darkspear,3,Europe,"Kor'gall (633), Executus (1087), Shattered Hand (556), Bloodfeather (630), Terokkar (1415), Saurfang (1314), Burning Steppes (1392)"
1392,Burning Steppes,burning-steppes,3,Europe,"Kor'gall (633), Executus (1087), Shattered Hand (556), Bloodfeather (630), Terokkar (1415), Saurfang (1314), Darkspear (1389)"
1393,Bronze Dragonflight,bronze-dragonflight,3,Europe,Nordrassil (618)
1394,Anachronos,anachronos,3,Europe,"Kul Tiras (1082), Alonsus (1391)"
1395,Colinas Pardas,colinas-pardas,3,Europe,"Tyrande (1384), Los Errantes (1387)"
1400,Un'Goro,ungoro,3,Europe,"Sen'jin (602), Area 52 (1404)"
541,Illidan,illidan,3,Europe,"Naxxramas (1624), Arathi (1334), Temple noir (1622)"
1099,Rexxar,rexxar,3,Europe,Alleria (563)
1611,Festung der Stürme,festung-der-stürme,3,Europe,"Anetheron (1104), Kil'jaeden (589), Rajaxx (1322), Gul'dan (587), Nathrezim (594)"
587,Gul'dan,guldan,3,Europe,"Anetheron (1104), Kil'jaeden (589), Rajaxx (1322), Festung der Stürme (1611), Nathrezim (594)"
502,Aszune,aszune,3,Europe,Shadowsong (548)
1312,Aerie Peak,aerie-peak,3,Europe,"Blade's Edge (1416), Eonar (1310), Vek'nilash (1298), Bronzebeard (1081)"
639,Xavius,xavius,3,Europe,"Al'Akir (519), Skullcrusher (557), Burning Legion (524)"
643,Throk'Feroth,throkferoth,3,Europe,"Arak-arahm (512), Rashgarroth (642), Kael'thas (543)"
1386,Minahonda,minahonda,3,Europe,Exodar (1385)
1328,Tirion,tirion,3,Europe,"Arthas (578), Blutkessel (1613), Wrathbringer (609), Durotan (535), Kel'Thuzad (588), Vek'lor (1318)"
602,Sen'jin,senjin,3,Europe,"Un'Goro (1400), Area 52 (1404)"
1088,Trollbane,trollbane,3,Europe,"Shattered Halls (1598), Chromaggus (1083), Sunstrider (511), Balnazzar (607), Talnivarr (1090), Ahn'Qiraj (1093), Daggerspine (526), Laughing Skull (621), Boulderfist (1299)"
601,Aman'Thul,amanthul,3,Europe,"Nazjatar (1105), Zuluhed (573), Dalvengyr (1321), Frostmourne (584), Anub'arak (608)"
1081,Bronzebeard,bronzebeard,3,Europe,"Blade's Edge (1416), Eonar (1310), Vek'nilash (1298), Aerie Peak (1312)"
1618,Die Aldor,die-aldor,3,Europe,
1622,Temple noir,temple-noir,3,Europe,"Naxxramas (1624), Arathi (1334), Illidan (541)"
1925,Eversong,eversong,3,Europe,
1926,Thermaplugg,thermaplugg,3,Europe,"Blackscar (1929), Deathweaver (1617), Borean Tundra (1625), Grom (1927), Booty Bay (1924)"
1927,Grom,grom,3,Europe,"Blackscar (1929), Deathweaver (1617), Borean Tundra (1625), Thermaplugg (1926), Booty Bay (1924)"
1928,Goldrinn,goldrinn,3,Europe,"Lich King (1603), Greymane (1610)"
1929,Blackscar,blackscar,3,Europe,"Deathweaver (1617), Borean Tundra (1625), Thermaplugg (1926), Grom (1927), Booty Bay (1924)"
516,Forscherliga,forscherliga,3,Europe,"Todeswache (1405), Zirkel des Cenarius (592), Der Mithrilorden (1327), Der Rat von Dalaran (617), Die Nachtwache (1333)"
1123,Eitrigg,eitrigg,3,Europe,"Uldaman (1122), Drek'Thar (641), Krasus (1332)"
1405,Todeswache,todeswache,3,Europe,"Zirkel des Cenarius (592), Der Mithrilorden (1327), Forscherliga (516), Der Rat von Dalaran (617), Die Nachtwache (1333)"
538,Dalaran,dalaran,3,Europe,"Marécage de Zangar (1621), Cho'gall (545), Eldre'Thalas (1336), Sinstralis (533)"
584,Frostmourne,frostmourne,3,Europe,"Nazjatar (1105), Zuluhed (573), Dalvengyr (1321), Aman'Thul (601), Anub'arak (608)"
572,Malfurion,malfurion,3,Europe,Malygos (1098)
616,Krag'jin,kragjin,3,Europe,"Lothar (570), Baelgun (565), Azshara (579)"
586,Gorgonnash,gorgonnash,3,Europe,"Nefarian (612), Gilneas (567), Destromath (582), Ulduar (1323), Mannoroth (591), Nera'thor (611)"
524,Burning Legion,burning-legion,3,Europe,"Al'Akir (519), Skullcrusher (557), Xavius (639)"
1417,Azuremyst,azuremyst,3,Europe,Stormrage (550)
608,Anub'arak,anubarak,3,Europe,"Nazjatar (1105), Zuluhed (573), Dalvengyr (1321), Aman'Thul (601), Frostmourne (584)"
611,Nera'thor,nerathor,3,Europe,"Nefarian (612), Gilneas (567), Destromath (582), Ulduar (1323), Mannoroth (591), Gorgonnash (586)"
613,Kult der Verdammten,kult-der-verdammten,3,Europe,"Die Arguswacht (1121), Die ewige Wacht (1118), Die Todeskrallen (1119), Das Syndikat (614), Der abyssische Rat (1326), Das Konsortium (1619), Die Silberne Hand (576)"
617,Der Rat von Dalaran,der-rat-von-dalaran,3,Europe,"Todeswache (1405), Zirkel des Cenarius (592), Der Mithrilorden (1327), Forscherliga (516), Die Nachtwache (1333)"
619,Hellscream,hellscream,3,Europe,Aggramar (500)
626,Ragnaros,ragnaros,3,Europe,
631,Darksorrow,darksorrow,3,Europe,"Genjuros (606), Zenedar (515), Bladefist (521), Neptulon (624), Frostwhisper (632)"
636,The Venture Co,the-venture-co,3,Europe,"Scarshield Legion (1096), Sporeggar (1606), Earthen Ring (561), Defias Brotherhood (635), Ravenholdt (1308), Darkmoon Faire (1317)"
1303,Grim Batol,grim-batol,3,Europe,"Aggra (Português) (1413), Frostmane (1300)"
1304,Jaedenar,jaedenar,3,Europe,"Auchindoun (1597), Dunemaul (529), Sylvanas (628)"
1305,Kazzak,kazzak,3,Europe,
1085,Moonglade,moonglade,3,Europe,"Steamwheedle Cartel (1117), The Sha'tar (1595)"
644,Conseil des Ombres,conseil-des-ombres,3,Europe,"Confrérie du Thorium (1127), La Croisade écarlate (1086), Culte de la Rive noire (1337), Les Sentinelles (647), Kirin Tor (537), Les Clairvoyants (1626)"
594,Nathrezim,nathrezim,3,Europe,"Anetheron (1104), Kil'jaeden (589), Rajaxx (1322), Festung der Stürme (1611), Gul'dan (587)"
1619,Das Konsortium,das-konsortium,3,Europe,"Die Arguswacht (1121), Die ewige Wacht (1118), Die Todeskrallen (1119), Das Syndikat (614), Der abyssische Rat (1326), Kult der Verdammten (613), Die Silberne Hand (576)"
1299,Boulderfist,boulderfist,3,Europe,"Shattered Halls (1598), Chromaggus (1083), Sunstrider (511), Balnazzar (607), Talnivarr (1090), Ahn'Qiraj (1093), Daggerspine (526), Laughing Skull (621), Trollbane (1088)"
527,Deathwing,deathwing,3,Europe,"Karazhan (1596), Dragonblight (507), The Maelstrom (627), Ghostlands (1588), Lightning's Blade (637)"
1404,Area 52,area-52,3,Europe,"Un'Goro (1400), Sen'jin (602)"
1333,Die Nachtwache,die-nachtwache,3,Europe,"Todeswache (1405), Zirkel des Cenarius (592), Der Mithrilorden (1327), Forscherliga (516), Der Rat von Dalaran (617)"
1924,Booty Bay,booty-bay,3,Europe,"Blackscar (1929), Deathweaver (1617), Borean Tundra (1625), Thermaplugg (1926), Grom (1927)"
1603,Lich King,lich-king,3,Europe,"Goldrinn (1928), Greymane (1610)"
1587,Hellfire,hellfire,3,Europe,"Runetotem (547), Arathor (501), Kilrogg (1311), Nagrand (1589)"
1301,Outland,outland,3,Europe,
1610,Greymane,greymane,3,Europe,"Goldrinn (1928), Lich King (1603)"
517,Medivh,medivh,3,Europe,Suramar (1331)
576,Die Silberne Hand,die-silberne-hand,3,Europe,"Die Arguswacht (1121), Die ewige Wacht (1118), Die Todeskrallen (1119), Das Syndikat (614), Der abyssische Rat (1326), Kult der Verdammten (613), Das Konsortium (1619)"
1589,Nagrand,nagrand,3,Europe,"Hellfire (1587), Runetotem (547), Arathor (501), Kilrogg (1311)"
1922,Azuregos,azuregos,3,Europe,
1923,Ashenvale,ashenvale,3,Europe,
1408,Norgannon,norgannon,3,Europe,Dun Morogh (600)
205,Azshara,azshara,2,Korea,
201,Burning Legion,burning-legion,2,Korea,"Durotan (210), Stormrage (2111)"
215,Gul'dan,guldan,2,Korea,"Zul'jin (2116), Malfurion (264), Dalaran (207), Norgannon (211), Garona (212), Hellscream (293), Hyjal (2107), Cenarius (2110)"
264,Malfurion,malfurion,2,Korea,"Zul'jin (2116), Gul'dan (215), Dalaran (207), Norgannon (211), Garona (212), Hellscream (293), Hyjal (2107), Cenarius (2110)"
207,Dalaran,dalaran,2,Korea,"Zul'jin (2116), Gul'dan (215), Malfurion (264), Norgannon (211), Garona (212), Hellscream (293), Hyjal (2107), Cenarius (2110)"
210,Durotan,durotan,2,Korea,"Burning Legion (201), Stormrage (2111)"
211,Norgannon,norgannon,2,Korea,"Zul'jin (2116), Gul'dan (215), Malfurion (264), Dalaran (207), Garona (212), Hellscream (293), Hyjal (2107), Cenarius (2110)"
212,Garona,garona,2,Korea,"Zul'jin (2116), Gul'dan (215), Malfurion (264), Dalaran (207), Norgannon (211), Hellscream (293), Hyjal (2107), Cenarius (2110)"
214,Windrunner,windrunner,2,Korea,"Alexstrasza (258), Rexxar (2106), Deathwing (2108), Wildhammer (2079)"
293,Hellscream,hellscream,2,Korea,"Zul'jin (2116), Gul'dan (215), Malfurion (264), Dalaran (207), Norgannon (211), Garona (212), Hyjal (2107), Cenarius (2110)"
258,Alexstrasza,alexstrasza,2,Korea,"Windrunner (214), Rexxar (2106), Deathwing (2108), Wildhammer (2079)"
2106,Rexxar,rexxar,2,Korea,"Windrunner (214), Alexstrasza (258), Deathwing (2108), Wildhammer (2079)"
2107,Hyjal,hyjal,2,Korea,"Zul'jin (2116), Gul'dan (215), Malfurion (264), Dalaran (207), Norgannon (211), Garona (212), Hellscream (293), Cenarius (2110)"
2108,Deathwing,deathwing,2,Korea,"Windrunner (214), Alexstrasza (258), Rexxar (2106), Wildhammer (2079)"
2110,Cenarius,cenarius,2,Korea,"Zul'jin (2116), Gul'dan (215), Malfurion (264), Dalaran (207), Norgannon (211), Garona (212), Hellscream (293), Hyjal (2107)"
2111,Stormrage,stormrage,2,Korea,"Durotan (210), Burning Legion (201)"
2116,Zul'jin,zuljin,2,Korea,"Gul'dan (215), Malfurion (264), Dalaran (207), Norgannon (211), Garona (212), Hellscream (293), Hyjal (2107), Cenarius (2110)"
2079,Wildhammer,wildhammer,2,Korea,"Windrunner (214), Alexstrasza (258), Rexxar (2106), Deathwing (2108)"
1037,Bleeding Hollow,bleeding-hollow,4,Taiwan,"Dragonmaw (966), World Tree (982), Stormscale (965), Arygos (1038), Frostmane (977), Menethil (1006), Nightsong (1043), Order of the Cloud Serpent (2075)"
1057,Icecrown,icecrown,4,Taiwan,"Shadowmoon (963), Chillwind Point (1001), Spirestone (964), Arthas (1054), Zealot Blade (999), Hellscream (979), Whisperwind (1033), Quel'dorei (1056)"
1001,Chillwind Point,chillwind-point,4,Taiwan,"Shadowmoon (963), Icecrown (1057), Spirestone (964), Arthas (1054), Zealot Blade (999), Hellscream (979), Whisperwind (1033), Quel'dorei (1056)"
982,World Tree,world-tree,4,Taiwan,"Dragonmaw (966), Bleeding Hollow (1037), Stormscale (965), Arygos (1038), Frostmane (977), Menethil (1006), Nightsong (1043), Order of the Cloud Serpent (2075)"
963,Shadowmoon,shadowmoon,4,Taiwan,"Icecrown (1057), Chillwind Point (1001), Spirestone (964), Arthas (1054), Zealot Blade (999), Hellscream (979), Whisperwind (1033), Quel'dorei (1056)"
964,Spirestone,spirestone,4,Taiwan,"Shadowmoon (963), Icecrown (1057), Chillwind Point (1001), Arthas (1054), Zealot Blade (999), Hellscream (979), Whisperwind (1033), Quel'dorei (1056)"
965,Stormscale,stormscale,4,Taiwan,"Dragonmaw (966), Bleeding Hollow (1037), World Tree (982), Arygos (1038), Frostmane (977), Menethil (1006), Nightsong (1043), Order of the Cloud Serpent (2075)"
1038,Arygos,arygos,4,Taiwan,"Dragonmaw (966), Bleeding Hollow (1037), World Tree (982), Stormscale (965), Frostmane (977), Menethil (1006), Nightsong (1043), Order of the Cloud Serpent (2075)"
1049,Wrathbringer,wrathbringer,4,Taiwan,"Skywall (980), Light's Hope (1046), Demon Fall Canyon (1023), Sundown Marsh (978), Crystalpine Stinger (985), Silverwing Hold (1048)"
1054,Arthas,arthas,4,Taiwan,"Shadowmoon (963), Icecrown (1057), Chillwind Point (1001), Spirestone (964), Zealot Blade (999), Hellscream (979), Whisperwind (1033), Quel'dorei (1056)"
999,Zealot Blade,zealot-blade,4,Taiwan,"Shadowmoon (963), Icecrown (1057), Chillwind Point (1001), Spirestone (964), Arthas (1054), Hellscream (979), Whisperwind (1033), Quel'dorei (1056)"
1046,Light's Hope,lights-hope,4,Taiwan,"Skywall (980), Wrathbringer (1049), Demon Fall Canyon (1023), Sundown Marsh (978), Crystalpine Stinger (985), Silverwing Hold (1048)"
1023,Demon Fall Canyon,demon-fall-canyon,4,Taiwan,"Skywall (980), Wrathbringer (1049), Light's Hope (1046), Sundown Marsh (978), Crystalpine Stinger (985), Silverwing Hold (1048)"
966,Dragonmaw,dragonmaw,4,Taiwan,"Bleeding Hollow (1037), World Tree (982), Stormscale (965), Arygos (1038), Frostmane (977), Menethil (1006), Nightsong (1043), Order of the Cloud Serpent (2075)"
978,Sundown Marsh,sundown-marsh,4,Taiwan,"Skywall (980), Wrathbringer (1049), Light's Hope (1046), Demon Fall Canyon (1023), Crystalpine Stinger (985), Silverwing Hold (1048)"
977,Frostmane,frostmane,4,Taiwan,"Dragonmaw (966), Bleeding Hollow (1037), World Tree (982), Stormscale (965), Arygos (1038), Menethil (1006), Nightsong (1043), Order of the Cloud Serpent (2075)"
979,Hellscream,hellscream,4,Taiwan,"Shadowmoon (963), Icecrown (1057), Chillwind Point (1001), Spirestone (964), Arthas (1054), Zealot Blade (999), Whisperwind (1033), Quel'dorei (1056)"
980,Skywall,skywall,4,Taiwan,"Wrathbringer (1049), Light's Hope (1046), Demon Fall Canyon (1023), Sundown Marsh (978), Crystalpine Stinger (985), Silverwing Hold (1048)"
1006,Menethil,menethil,4,Taiwan,"Dragonmaw (966), Bleeding Hollow (1037), World Tree (982), Stormscale (965), Arygos (1038), Frostmane (977), Nightsong (1043), Order of the Cloud Serpent (2075)"
1033,Whisperwind,whisperwind,4,Taiwan,"Shadowmoon (963), Icecrown (1057), Chillwind Point (1001), Spirestone (964), Arthas (1054), Zealot Blade (999), Hellscream (979), Quel'dorei (1056)"
1043,Nightsong,nightsong,4,Taiwan,"Dragonmaw (966), Bleeding Hollow (1037), World Tree (982), Stormscale (965), Arygos (1038), Frostmane (977), Menethil (1006), Order of the Cloud Serpent (2075)"
985,Crystalpine Stinger,crystalpine-stinger,4,Taiwan,"Skywall (980), Wrathbringer (1049), Light's Hope (1046), Demon Fall Canyon (1023), Sundown Marsh (978), Silverwing Hold (1048)"
1048,Silverwing Hold,silverwing-hold,4,Taiwan,"Skywall (980), Wrathbringer (1049), Light's Hope (1046), Demon Fall Canyon (1023), Sundown Marsh (978), Crystalpine Stinger (985)"
1056,Quel'dorei,queldorei,4,Taiwan,"Shadowmoon (963), Icecrown (1057), Chillwind Point (1001), Spirestone (964), Arthas (1054), Zealot Blade (999), Hellscream (979), Whisperwind (1033)"
2075,Order of the Cloud Serpent,order-of-the-cloud-serpent,4,Taiwan,"Dragonmaw (966), Bleeding Hollow (1037), World Tree (982), Stormscale (965), Arygos (1038), Frostmane (977), Menethil (1006), Nightsong (1043)"
5735,Krol Blade,krol-blade,4,Taiwan,
5736,Old Blanchy,old-blanchy,4,Taiwan,